id,Cat1,Cat2,Cat3
12485931,Vin,Vin rouge,
13993259,Vin,Vin rouge,
11896113,Vin,Vin blanc,
14222641,Champagne et mousseux,Vin mousseux rosé,
12944691,Spiritueux,Eau-de-vie,Eau-de-vie aromatisée
13206841,Vin,Vin blanc,
11896121,Vin,Vin blanc,
12354877,Vin,Vin rouge,
13075773,Vin,Vin rouge,
13337921,Spiritueux,Scotch et whisky,Scotch single malt
14222675,Vin,Vin rouge,
13993304,Spiritueux,Liqueur et Crème,Liqueur de fruit
13567321,Vin,Vin rosé,
14550361,Spiritueux,Liqueur et Crème,Liqueur amère
14222683,Vin,Vin rouge,
12485981,Vin,Vin rouge,
12879198,Vin,Vin rouge,
14222691,Vin,Vin rouge,
13993321,Vin,Vin rouge,
12846441,Champagne et mousseux,Vin mousseux,
14288236,Vin,Vin blanc,
14189932,Vin,Vin rouge,
13862259,Spiritueux,Scotch et whisky,Scotch blended grain
13567348,Vin,Vin rosé,
918904,Vin,Vin rouge,
14222712,Vin,Vin rouge,
13567356,Vin,Vin rosé,
13862267,Spiritueux,Scotch et whisky,Scotch blended
13993347,Vin,Vin rouge,
13862275,Spiritueux,Scotch et whisky,Scotch single malt
13862283,Spiritueux,Scotch et whisky,Scotch single malt
13567372,Apéritif,Apéritif à base de vin,
12518798,Vin,Vin rouge,
12748171,Vin,Vin blanc,
13993355,Vin,Vin rouge,
13862291,Spiritueux,Scotch et whisky,Scotch single malt
14288279,Vin,Vin blanc,
11666852,Vin,Vin rouge,
13993380,Vin,Vin rouge,
591271,Vin,Vin rouge,
12158391,Vin,Vin rouge,
12748219,Vin,Vin blanc,
591297,Cidre,Cidre de glace,
13632963,Vin,Vin rouge,
13141451,Vin,Vin rouge,
13993419,Vin,Vin rouge,
13862347,Spiritueux,Scotch et whisky,Scotch single malt
10257871,Vin,Vin rouge,
918995,Vin,Vin rouge,
13141460,Spiritueux,Eau-de-vie,Pisco
14386645,Vin,Vin rouge,
13862355,Spiritueux,Scotch et whisky,Scotch single malt
13862363,Vin,Vin blanc,
13567452,Champagne et mousseux,Vin mousseux rosé,
12748251,Vin,Vin blanc,
12486108,Champagne et mousseux,Vin mousseux,
13993435,Vin,Vin rouge,
12125661,Vin,Vin blanc,
14222819,Champagne et mousseux,Champagne,
13993443,Vin,Vin rouge,
13862371,Vin,Vin rouge,
722413,Vin,Vin rouge,
11339253,Spiritueux,Cognac et brandy,Cognac X.O.
12748278,Vin,Vin rouge,
14550521,Vin,Vin rouge,
14222843,Vin,Vin rouge,
10913276,Spiritueux,Rhum,Rhum ambré
427518,Vin,Vin rouge,
14091775,Vin,Vin blanc,
12289534,Vin,Vin blanc,
13862401,Spiritueux,Téquila,
14222851,Vin,Vin blanc,
13141515,Spiritueux,Téquila,
13239820,Saké,Saké Junmai,
329235,Vin,Vin blanc,
13141523,Spiritueux,Téquila,
13862427,Spiritueux,Téquila,Téquila dorée
14550556,Vin,Vin rouge,
14419486,Vin,Vin rouge,
13370916,Vin,Vin rouge,
12355108,Vin de dessert,Sauternes,
14190116,Vin,Vin rouge,
13567524,Vin,Vin rosé,
14222886,Vin,Vin rouge,
13862443,Spiritueux,Téquila,
13927981,Vin,Vin blanc,
13239854,Vin,Vin rouge,
13862451,Vin,Vin blanc,
13239862,Vin,Vin rouge,
919100,Vin,Vin rouge,
13370941,Vin,Vin rouge,
13928001,Vin,Vin rouge,
12912197,Vin,Vin blanc,
230987,Spiritueux,Scotch et whisky,Whiskey irlandais
13862478,Vin,Vin rouge,
13370959,Vin,Vin rouge,
13633106,Spiritueux,Cognac et brandy,Cognac X.O.
14222931,Vin,Vin blanc,
14419540,Vin,Vin blanc,
13928019,Vin,Vin blanc,
13928027,Vin,Vin rosé,
13862494,Vin,Vin rouge,
14091871,Vin,Vin rouge,
11044447,Vin de dessert,,
13338211,Vin,Vin rouge,
14026341,Vin,Vin rouge,
10782309,Vin,Vin blanc,
14091880,Vin,Vin rouge,
13469289,Vin,Vin rouge,
13731435,Vin,Vin blanc,
12486247,Vin,Vin rouge,
13928043,Champagne et mousseux,Vin mousseux,
13338220,Vin,Vin rouge,
14222958,Vin,Vin rouge,
13731443,Spiritueux,Scotch et whisky,Scotch single malt
13731451,Spiritueux,Scotch et whisky,Scotch single malt
13567612,Vin,Vin blanc,
14255741,Vin,Vin rouge,
12551803,Spiritueux,Scotch et whisky,Whiskey américain
67199,Porto et vin fortifié,Marsala,
13108862,Vin,Vin rouge,
13731460,Spiritueux,Scotch et whisky,Scotch single malt
14255750,Vin,Vin rouge,
11863688,Vin,Vin rouge,
919175,Vin,Vin blanc,
13239942,Vin,Vin rouge,
394890,Vin,Vin rouge,
13633165,Bière,Bière blonde,Bière lager
13928078,Vin,Vin rouge,
13239951,Vin,Vin rouge,
12846741,Vin,Vin blanc,
13633173,Spiritueux,Scotch et whisky,
14255768,Vin,Vin rouge,
13633181,Spiritueux,Scotch et whisky,
12551838,Spiritueux,Scotch et whisky,Whiskey américain
427682,Spiritueux,Eau-de-vie,Poire Williams
12551846,Spiritueux,Scotch et whisky,Whiskey américain
919209,Vin,Vin rouge,
11896498,Vin,Vin rouge,
13108918,Vin,Vin blanc,
13633211,Bière,Bière rouge,Bière ale
919233,Vin,Vin rouge,
13928131,Vin,Vin blanc,
11634375,Vin,Vin rouge,
14419662,Vin,Vin rosé,
13633237,Bière,Bière blonde,Bière lager
10389208,Vin,Vin blanc,
14485213,Vin,Vin blanc,
14485221,Vin,Vin rouge,
13928166,Vin,Vin blanc,
13960941,Vin,Vin blanc,
11208430,Vin,Vin rouge,
13633261,Bière,Bière blonde,Bière lager
12486386,Vin,Vin rouge,
11601661,Vin,Vin blanc,
10520317,Vin,Vin rouge,
12289796,Vin,Vin rouge,
11601670,Vin,Vin blanc,
13731591,Champagne et mousseux,Champagne,
14386952,Vin,Vin blanc,
12945159,Spiritueux,Gin,Dry gin
13698823,Champagne et mousseux,Champagne,
13371151,Vin,Vin rouge,
919316,Vin,Vin rouge,
14714645,Vin,Vin rouge,
14485272,Spiritueux,Liqueur et Crème,Liqueur de fruit
12650271,Vin,Vin blanc,
13567778,Champagne et mousseux,Champagne,
14092073,Vin,Vin blanc,
10782510,Vin de dessert,,
14092081,Vin,Vin blanc,
13829942,Porto et vin fortifié,Vermouth,Vermouth blanc
14092090,Vin,Vin blanc,
13928254,Vin,Vin rouge,
10291008,Hydromel,Hydromel,
14419777,Vin,Vin blanc,
13141831,Vin,Vin rouge,
10520392,Vin,Vin blanc,
34637,Spiritueux,Scotch et whisky,Whisky canadien
919373,Vin,Vin rouge,
14092111,Vin,Vin blanc,
14223184,Vin,Vin blanc,
14419793,Vin,Vin rouge,
13436751,Vin,Vin rouge,
13993814,Vin,Vin blanc,
14485336,Spiritueux,Liqueur et Crème,Liqueur de fruit
13993822,Vin,Vin rouge,
11896674,Vin,Vin blanc,
10454882,Spiritueux,Liqueur et Crème,Liqueur de fruit
13961062,Vin,Vin rouge,
14452585,Vin,Vin rouge,
14354281,Vin,Vin blanc,
13109099,Vin,Vin rouge,
13895536,Vin,Vin rouge,
11208561,Vin,Vin rouge,
14092145,Vin,Vin blanc,
14255987,Vin,Vin rouge,
13895552,Vin,Vin rouge,
12748673,Champagne et mousseux,Champagne,
12879745,Vin,Vin rouge,
12519301,Bière,Bière brune,Bière ale
13338502,Vin,Vin rouge,
11863944,Spiritueux,Scotch et whisky,Whiskey américain
13371273,Vin,Vin rouge,
14092170,Vin,Vin rouge,
12846986,Vin,Vin rouge,
11863952,Spiritueux,Scotch et whisky,Whiskey américain
13141911,Spiritueux,Téquila,
13109144,Vin,Vin rouge,
14092188,Vin,Vin rouge,
12224415,Vin,Vin rouge,
13928351,Vin,Vin rouge,
12748711,Champagne et mousseux,Champagne rosé,
14190503,Vin,Vin rouge,
13436840,Vin,Vin rouge,
14026666,Vin,Vin blanc,
13567911,Vin,Vin rouge,
14190511,Vin,Vin blanc,
13567920,Bière,Bière ambrée,Bière ale
14092209,Vin,Vin rouge,
14092217,Vin,Vin rouge,
13928377,Vin,Vin blanc,
14419902,Vin,Vin blanc,
14092225,Vin,Vin rouge,
12486597,Vin,Vin rouge,
13993929,Vin,Vin blanc,
13436874,Champagne et mousseux,Champagne,
13567954,Vin,Vin blanc,
591826,Spiritueux,Liqueur et Crème,Liqueur de fruit
12748761,Champagne et mousseux,Champagne,
14092250,Vin,Vin rouge,
11798492,Vin,Vin rouge,
10258398,Vin,Vin blanc,
11864031,Spiritueux,Scotch et whisky,Whiskey irlandais
12388330,Vin,Vin blanc,
14092268,Vin,Vin rouge,
12945394,Vin,Vin blanc,
14092276,Vin,Vin rouge,
14288885,Vin,Vin rouge,
13895675,Vin,Vin rouge,
14092284,Vin,Vin rouge,
14321665,Vin,Vin rouge,
13928449,Vin,Vin rouge,
11634691,Vin,Vin blanc,
14092292,Vin,Vin rouge,
12158981,Vin,Vin blanc,
14551049,Vin,Vin rouge,
14649353,Spiritueux,Gin,Dry gin aromatisé
12257292,Vin,Vin blanc,
13142032,Spiritueux,Téquila,Téquila dorée
14321681,Vin,Vin rouge,
13666320,Vin,Vin blanc,
13699092,Vin,Vin rouge,
10553362,Vin,Vin rouge,
14288922,Vin,Vin rouge,
14354459,Vin,Vin rouge,
14321690,Vin,Vin rouge,
13994016,Vin,Vin rouge,
13666338,Vin,Vin blanc,
14092330,Vin,Vin rouge,
13600814,Vin,Vin blanc,
12093486,Vin,Vin rouge,
13666354,Vin,Vin rouge,
14288949,Vin,Vin blanc,
13862970,Spiritueux,Téquila,
14288957,Vin,Vin rouge,
14321729,Vin,Vin rouge,
12453955,Vin,Vin blanc,
13043780,Vin,Vin rouge,
14288965,Vin,Vin rouge,
14092356,Apéritif,Vin apéritif,
12093515,Vin,Vin rouge,
14288973,Vin,Vin rouge,
13830222,Vin,Vin rouge,
14354512,Vin,Vin blanc,
12781650,Champagne et mousseux,Vin mousseux,
14288981,Vin,Vin rouge,
13469781,Vin,Vin blanc,
14288990,Vin,Vin rouge,
13863016,Spiritueux,Téquila,Téquila dorée
14289001,Vin,Vin blanc,
14420073,Vin,Vin rouge,
10651755,Vin,Vin rouge,
13994091,Vin,Vin rouge,
14649450,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14092401,Vin,Vin blanc,
14190706,Vin,Vin rouge,
13895801,Vin,Vin rosé,
14092410,Vin,Vin rouge,
14190714,Vin,Vin rouge,
13600890,Vin,Vin blanc,
12847233,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cocktail au vin
14190722,Vin,Vin rouge,
14354563,Vin,Vin rouge,
14289028,Vin,Vin rouge,
14354571,Vin,Vin blanc,
14026893,Vin de dessert,Sauternes,
14256269,Spiritueux,Liqueur et Crème,Liqueur amère
13600911,Vin,Vin rouge,
12781713,Spiritueux,Rhum,Rhum ambré
14452884,Vin,Vin rouge,
12224669,Vin,Vin rouge,
13830302,Vin,Vin blanc,
13535389,Champagne et mousseux,Vin mousseux,
14092452,Saké,Saké Junmai-ginjo,
231597,Bière,Bière blonde,Bière ale
14485678,Spiritueux,Liqueur et Crème,Liqueur d'anis
12880050,Spiritueux,Rhum,Rhum ambré
10520755,Vin,Vin blanc,
14256322,Spiritueux,Liqueur et Crème,Liqueur amère
559302,Vin de dessert,Vin de glace,
14289095,Champagne et mousseux,Vin mousseux rosé,
14354635,Vin,Vin rouge,
11241678,Vin,Vin rouge,
10258638,Vin,Vin blanc,
13830353,Vin,Vin blanc,
14289108,Vin,Vin rouge,
11798741,Vin,Vin rouge,
14289116,Vin,Vin rouge,
14289124,Vin,Vin rouge,
14354660,Vin,Vin rouge,
10520819,Vin,Vin blanc,
12880121,Spiritueux,Rhum,Rhum ambré
10520835,Vin,Vin blanc,
14289159,Vin,Vin rouge,
11372811,Vin,Vin rouge,
14289167,Vin,Vin rouge,
14256402,Spiritueux,Vodka,Vodka
12290324,Vin,Vin rouge,
14289175,Vin,Vin rouge,
12257559,Vin,Vin rouge,
11733277,Spiritueux,Rhum,Rhum brun
14354723,Vin,Vin rouge,
14420268,Spiritueux,Cognac et brandy,Cognac V.S.
11667759,Vin,Vin blanc,
13470001,Vin,Vin blanc,
13863219,Spiritueux,Scotch et whisky,Scotch single malt
14354740,Vin,Vin rouge,
14027061,Vin,Vin rouge,
12159289,Vin,Vin rouge,
12519740,Spiritueux,Gin,Dry gin
14190909,Vin,Vin rouge,
133439,Spiritueux,Rhum,Rhum blanc
13994307,Vin,Vin rouge,
12159300,Vin,Vin rouge,
10389831,Vin de dessert,,
13863243,Spiritueux,Scotch et whisky,Scotch single malt
14256461,Spiritueux,Vodka,Vodka
14354766,Vin,Vin rouge,
14027087,Vin,Vin rouge,
12880210,Spiritueux,Rhum,Rhum aromatisé
11405652,Spiritueux,Scotch et whisky,Scotch blended
14027095,Vin,Vin rouge,
10455383,Porto et vin fortifié,Porto,Vintage
13699421,Vin,Vin rouge,
14027108,Vin,Vin rouge,
12159334,Vin,Vin blanc,
14354791,Vin,Vin blanc,
10389865,Vin de dessert,,
13338983,Vin,Vin blanc,
461160,Champagne et mousseux,Champagne rosé,
12880236,Spiritueux,Rhum,Rhum ambré
10783088,Vin,Vin rouge,
10783096,Vin,Vin rouge,
14190968,Vin,Vin rouge,
12716410,Vin,Vin rouge,
12519803,Spiritueux,Gin,Dry gin
13863294,Spiritueux,Rhum,Rhum ambré
10553733,Porto et vin fortifié,Porto,Porto rouge
14190984,Vin,Vin rouge,
14092680,Vin,Vin rouge,
14420364,Vin,Vin rouge,
11012496,Porto et vin fortifié,Porto,Tawny (colheita)
14289301,Vin,Vin rouge,
11962774,Vin,Vin rouge,
14092698,Vin,Vin blanc,
13863323,Vin,Vin rouge,
13961628,Vin,Vin rouge,
13339038,Vin,Vin blanc,
13830564,Vin,Vin rouge,
12257701,Saké,Saké Junmai-ginjo,
14354854,Vin,Vin rouge,
13699498,Vin,Vin rouge,
13830572,Vin,Vin rouge,
14191021,Vin,Vin blanc,
14354862,Spiritueux,Scotch et whisky,
10455471,Vin,Vin rouge,
14289327,Vin,Vin rouge,
13994420,Vin de dessert,Sauternes,
14027191,Vin,Vin rouge,
14256568,Vin,Vin blanc,
494005,Vin,Vin rouge,
14289335,Vin,Vin rouge,
12945853,Champagne et mousseux,Vin mousseux,
12978621,Vin,Vin rouge,
13863358,Vin,Vin blanc,
13699519,Vin,Vin rouge,
14289343,Vin,Vin rouge,
13502907,Vin,Vin blanc,
11667901,Vin,Vin rouge,
10521029,Vin,Vin rouge,
14453191,Vin,Vin rouge,
13830601,Vin,Vin blanc,
13437391,Vin,Vin rouge,
12257743,Saké,Saké Ginjo,
13535696,Vin,Vin blanc,
13830610,Vin,Vin rouge,
14191055,Vin,Vin blanc,
14485969,Spiritueux,Liqueur et Crème,Liqueur d'anis
13339089,Vin,Vin rouge,
13994454,Vin,Vin rouge,
14191063,Vin,Vin rouge,
854489,Vin,Vin blanc,
14322140,Vin,Vin rouge,
12847583,Vin,Vin rouge,
14289378,Vin,Vin rouge,
13699551,Vin,Vin rouge,
13830628,Vin,Vin rouge,
13568480,Vin,Vin rouge,
13470183,Vin,Vin blanc,
14289386,Vin,Vin blanc,
10783213,Vin,Vin rouge,
14289394,Vin,Vin blanc,
13568498,Vin,Vin rouge,
13568501,Vin,Vin rouge,
10258937,Vin,Vin rouge,
14354942,Vin,Vin blanc,
13437439,Champagne et mousseux,Vin mousseux,
13994500,Vin,Vin rouge,
13568519,Vin,Vin rouge,
14289415,Vin,Vin rosé,
11962889,Vin,Vin rouge,
12978698,Vin,Vin rouge,
13863438,Vin,Vin blanc,
14682647,Spiritueux,Rhum,Rhum ambré
14191127,Vin,Vin blanc,
13928983,Spiritueux,Scotch et whisky,Scotch single malt
13142551,Champagne et mousseux,Champagne,
13830679,Vin,Vin rouge,
14420508,Vin,Vin rouge,
13109793,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14322211,Vin,Vin rouge,
14420516,Vin,Vin blanc,
11864613,Vin,Vin blanc,
13601323,Cooler et cocktail prémixé,Cooler à base de spiritueux,
13994542,Vin,Vin blanc,
13699631,Vin,Vin rouge,
13568560,Vin,Vin rouge,
14289458,Vin,Vin rouge,
13503029,Vin,Vin rouge,
12290615,Spiritueux,Liqueur et Crème,Liqueur
13929020,Spiritueux,Scotch et whisky,Scotch blended malt
11766335,Vin,Vin blanc,
10324543,Vin,Vin rouge,
13568578,Vin,Vin rouge,
13863497,Bière,Bière ambrée,Bière ale
13568586,Vin,Vin rouge,
14453326,Vin,Vin rouge,
11930191,Vin,Vin blanc,
10783310,Vin,Vin rouge,
14289491,Vin,Vin blanc,
13830741,Vin,Vin rouge,
14256736,Vin,Vin rouge,
14289503,Vin,Vin rouge,
13503070,Vin,Vin rosé,
12782177,Vin,Vin blanc,
14027360,Vin,Vin rouge,
13568607,Bière,Bière dorée,Bière ale
13601382,Vin,Vin blanc,
13830759,Vin,Vin blanc,
12978794,Vin,Vin rouge,
13929071,Spiritueux,Scotch et whisky,Scotch blended malt
13830767,Vin,Vin rouge,
12257903,Saké,Saké Ginjo,
12880498,Spiritueux,Rhum,Rhum ambré
13568623,Bière,Bière blonde,Bière lager
13503088,Vin,Vin rouge,
14355056,Vin,Vin blanc,
13863542,Bière,Bière ambrée,Bière ale
13830775,Vin,Vin rouge,
12257911,Vin,Vin rouge,
133751,Porto et vin fortifié,Porto,Tawny - 10 ans
13601403,Vin,Vin blanc,
13568631,Bière,Bière blonde,Bière ale
13699711,Vin,Vin rouge,
13830783,Vin,Vin rouge,
14453377,Vin,Vin rosé,
12061311,Champagne et mousseux,Champagne,
854661,Vin,Vin rouge,
13830791,Vin,Vin rouge,
133769,Porto et vin fortifié,Porto,Tawny - 20 ans
14289546,Vin,Vin blanc,
13601420,Vin,Vin rouge,
12946063,Champagne et mousseux,Champagne,
14092946,Vin,Vin rouge,
14256787,Vin,Vin rouge,
854679,Porto et vin fortifié,Porto,Tawny - 40 ans
12978840,Vin,Vin rouge,
13994649,Vin,Vin rouge,
14289562,Vin,Vin rouge,
13830812,Vin,Vin blanc,
13142690,Spiritueux,Liqueur et Crème,Boisson alcoolisée
13044387,Vin,Vin rouge,
14027431,Vin,Vin rouge,
13601446,Vin,Vin rouge,
13994665,Vin,Vin rouge,
13699754,Champagne et mousseux,Champagne,
12782249,Vin,Vin rouge,
13929134,Spiritueux,Téquila,
10521264,Spiritueux,Eau-de-vie,Kirsh
13798066,Vin,Vin rouge,
11537073,Champagne et mousseux,Vin mousseux,
13798074,Vin,Vin blanc,
13699771,Champagne et mousseux,Champagne,
13830847,Champagne et mousseux,Champagne,
14289600,Vin,Vin rouge,
13961919,Vin,Vin rouge,
11537090,Vin,Vin rouge,
14092997,Saké,Saké Junmai,
12257997,Vin,Vin rouge,
13306578,Vin,Vin rouge,
10521301,Vin,Vin rouge,
12847831,Vin,Vin rouge,
13830871,Vin,Vin rouge,
14322393,Vin,Vin rouge,
10390233,Vin,Vin rouge,
11373275,Cidre,Cidre aromatisé,
14289626,Vin,Vin rouge,
14289634,Vin,Vin rouge,
14551778,Bière,Bière blonde,Bière ale
13503205,Vin,Vin blanc,
13994729,Vin,Vin rouge,
14322414,Vin,Vin rouge,
14093041,Champagne et mousseux,Vin mousseux,
12389113,Cooler et cocktail prémixé,Cocktail à base de spiritueux,
14551807,Champagne et mousseux,Champagne,
11406081,Spiritueux,Liqueur et Crème,Liqueur de café
13699842,Champagne et mousseux,Champagne,
14191362,Champagne et mousseux,Vin mousseux,
953091,Apéritif,Apéritif à base de vin,
396036,Spiritueux,Cognac et brandy,Brandy
13470482,Vin,Vin rouge,
14191389,Vin,Vin blanc,
11897634,Vin,Vin rouge,
14486312,Vin,Vin blanc,
11766571,Champagne et mousseux,Champagne,
14289706,Vin,Vin rouge,
13798189,Vin,Vin rouge,
10685234,Spiritueux,Cognac et brandy,Cognac X.O.
12880691,Spiritueux,Gin,Dry gin
13536058,Vin,Vin blanc,
14355259,Vin,Vin blanc,
13142841,Spiritueux,Téquila,
14191426,Spiritueux,Liqueur et Crème,Liqueur
11799364,Vin de dessert,Sauternes,
13863745,Vin,Vin blanc,
11766597,Champagne et mousseux,Champagne,
12979017,Vin,Vin rouge,
13110090,Vin,Vin rouge,
14191434,Vin,Vin rouge,
13536074,Vin,Vin rouge,
13994833,Vin,Vin blanc,
13044563,Spiritueux,Cognac et brandy,Cognac X.O.
14355283,Vin,Vin blanc,
396119,Spiritueux,Liqueur et Crème,Liqueur de fruit
11766618,Vin,Vin rouge,
14355291,Vin,Vin rouge,
14191451,Vin,Vin rouge,
11897693,Vin,Vin rouge,
13863770,Champagne et mousseux,Vin mousseux,
10652512,Spiritueux,Scotch et whisky,Scotch single malt
11766626,Vin,Vin rouge,
14486371,Vin,Vin blanc,
14289765,Vin,Vin blanc,
10554218,Vin,Vin rouge,
11963241,Vin,Vin rouge,
12782441,Vin,Vin rouge,
14191469,Vin,Vin blanc,
12716911,Spiritueux,Téquila,
13863796,Vin,Vin rouge,
14289781,Vin,Vin rouge,
12913528,Champagne et mousseux,Vin mousseux,
10652539,Spiritueux,Scotch et whisky,Scotch single malt
13470589,Vin,Vin rouge,
14289790,Vin,Vin blanc,
14191485,Vin,Vin blanc,
10652547,Spiritueux,Scotch et whisky,Scotch single malt
12880771,Spiritueux,Gin,Dry gin
14191493,Vin,Vin blanc,
14322570,Vin,Vin rouge,
14355339,Vin,Vin blanc,
11799436,Vin de dessert,Sauternes,
13994892,Vin,Vin blanc,
12979084,Apéritif,Apéritif à base de vin,
11733904,Spiritueux,Rhum,Rhum brun
13929361,Spiritueux,Téquila,
14191506,Vin,Vin blanc,
14093210,Vin,Vin rouge,
14191514,Vin,Vin rouge,
12487581,Bière,Bière blonde,Bière lager
13536162,Vin,Vin blanc,
14551971,Vin,Vin rouge,
14453668,Vin,Vin rosé,
14191522,Vin,Vin rouge,
13798314,Vin,Vin rouge,
14486443,Champagne et mousseux,Vin mousseux,
13536171,Vin,Vin blanc,
14191531,Vin,Vin rouge,
14093228,Vin,Vin rouge,
14322609,Vin,Vin rouge,
12979121,Vin,Vin rouge,
12585907,Spiritueux,Liqueur et Crème,Liqueur d'herbe
14453684,Vin,Vin rosé,
10685365,Spiritueux,Cognac et brandy,Cognac X.O.
14355380,Vin,Vin blanc,
14093236,Vin,Vin blanc,
13798322,Vin,Vin rouge,
10914738,Cooler et cocktail prémixé,Cocktail à base de spiritueux,
10914746,Cooler et cocktail prémixé,Cocktail à base de spiritueux,
13470651,Vin,Vin rouge,
12585915,Vin,Vin rouge,
14093244,Vin,Vin rouge,
14453692,Vin,Vin blanc,
14551997,Spiritueux,Gin,Dry gin
14191549,Vin,Vin rouge,
14093252,Champagne et mousseux,Champagne,
13536189,Vin,Vin rouge,
14552009,Spiritueux,Scotch et whisky,Scotch blended
14453705,Vin,Vin rouge,
14552017,Spiritueux,Scotch et whisky,Whisky canadien
14191573,Vin,Vin blanc,
11930588,Vin,Vin rosé,
12356581,Cidre,Cidre léger,
14093287,Vin,Vin blanc,
11602921,Vin,Vin rouge,
14060522,Vin,Vin rouge,
13798381,Vin,Vin rouge,
560110,Spiritueux,Alcool anisé,Arak
13863921,Vin,Vin rouge,
14355443,Vin,Vin blanc,
13470714,Vin,Vin rouge,
13929468,Vin,Vin rouge,
14289917,Vin,Vin blanc,
14093308,Vin,Vin blanc,
12815362,Vin,Vin rouge,
14486531,Vin,Vin rouge,
13929476,Vin,Vin rouge,
13470722,Vin,Vin rouge,
14093316,Vin,Vin rouge,
14486540,Vin,Vin rouge,
14453772,Vin,Vin rosé,
855056,Porto et vin fortifié,Banyuls,Banyuls
14453781,Vin,Vin rouge,
13601817,Vin,Vin rouge,
12717084,Vin,Vin blanc,
14191645,Vin,Vin blanc,
13798429,Vin,Vin blanc,
13536285,Vin,Vin blanc,
13601825,Vin,Vin rouge,
13929505,Vin,Vin rouge,
14486566,Vin,Vin rouge,
14191661,Vin,Vin rouge,
12454958,Vin,Vin rouge,
12127279,Vin,Vin rouge,
11635757,Vin,Vin rouge,
13536306,Vin,Vin rouge,
330803,Spiritueux,Scotch et whisky,Scotch single malt
14486582,Vin,Vin rouge,
13536314,Vin,Vin blanc,
12880957,Vin,Vin blanc,
14486591,Champagne et mousseux,Champagne rosé,
11897925,Vin,Vin rouge,
855114,Vin,Vin blanc,
12717130,Vin,Vin rouge,
14486603,Vin,Vin rouge,
12454991,Vin,Vin rouge,
14290002,Vin,Vin blanc,
14486611,Vin,Vin rosé,
14421076,Vin,Vin rouge,
11897941,Vin,Vin rouge,
14453844,Vin,Vin rouge,
12782679,Vin,Vin rouge,
13700188,Vin,Vin rouge,
11832427,Cidre,Cidre de glace,
12913771,Vin,Vin blanc,
13339759,Vin,Vin rosé,
13864051,Vin,Vin blanc,
13798517,Vin,Vin rouge,
13995131,Vin,Vin blanc,
13536381,Vin,Vin blanc,
14453887,Vin,Vin rouge,
14060670,Vin,Vin rouge,
13110401,Vin,Vin blanc,
14486654,Vin,Vin rouge,
855171,Vin,Vin blanc,
13601930,Spiritueux,Scotch et whisky,Whisky canadien
10947732,Vin,Vin rouge,
13896854,Vin,Vin rouge,
13798550,Vin,Vin rouge,
14453916,Vin,Vin rouge,
11865245,Vin,Vin rouge,
13995174,Vin,Vin blanc,
14552236,Vin,Vin rouge,
14060717,Vin,Vin rouge,
14191792,Vin,Vin blanc,
12848308,Vin,Vin rouge,
13962428,Vin,Vin blanc,
13274300,Bière,Bière blonde,Bière lager
12717244,Vin,Vin rouge,
13798592,Vin,Vin rouge,
13962436,Vin,Vin rouge,
13503686,Vin,Vin blanc,
12356805,Vin,Vin rouge,
14027976,Vin,Vin rouge,
12389578,Apéritif,Apéritif à base de vin,
14191813,Vin,Vin blanc,
13733060,Vin,Vin rouge,
13536461,Vin,Vin rouge,
13798605,Vin,Vin rouge,
10783951,Vin,Vin blanc,
13831381,Vin,Vin rouge,
13569239,Spiritueux,Scotch et whisky,Scotch blended
13339863,Vin,Vin rouge,
265439,Porto et vin fortifié,Marsala,
625889,Porto et vin fortifié,Porto,Tawny - 30 ans
13503715,Vin,Vin blanc,
13602019,Vin,Vin blanc,
14290150,Vin,Vin rouge,
14453991,Porto et vin fortifié,Pineau des Charentes,
14191848,Vin,Vin blanc,
13864174,Spiritueux,Téquila,
13569263,Bière,Bière blonde,Bière ale
14191856,Vin,Vin blanc,
12848367,Vin,Vin rouge,
11898101,Vin,Vin rouge,
14028021,Vin,Vin rouge,
13995254,Vin,Vin blanc,
14060792,Vin,Vin rouge,
12291319,Vin,Vin rouge,
14552316,Vin,Vin rouge,
12979455,Vin,Vin rouge,
13569280,Bière,Bière brune,Bière ale
14191881,Vin,Vin blanc,
11898127,Vin,Vin rouge,
13569298,Vin,Vin rouge,
13831444,Vin,Vin rouge,
13503766,Vin,Vin blanc,
11177240,Vin,Vin rouge,
10259737,Vin,Vin rouge,
13995289,Vin,Vin blanc,
12717341,Vin,Vin rouge,
10259745,Vin,Vin rouge,
14454054,Vin,Vin rouge,
11996456,Vin,Vin rouge,
12881191,Spiritueux,Gin,Dry gin
12979498,Cidre,Cidre mousseux,
14454062,Vin,Vin rosé,
14028080,Vin,Vin rouge,
13110575,Vin,Vin blanc,
13339960,Vin,Vin blanc,
10259770,Vin,Vin rouge,
13471039,Vin,Vin rouge,
14060864,Vin,Vin rouge,
14388552,Vin,Vin blanc,
10259788,Vin,Vin rouge,
11963726,Vin,Vin blanc,
494930,Vin,Vin rouge,
10259796,Vin,Vin rouge,
14028119,Vin,Vin rouge,
13471063,Vin,Vin blanc,
13962583,Vin,Vin blanc,
13700444,Vin,Vin rouge,
10947935,Vin,Vin rouge,
14454118,Vin,Vin blanc,
12258674,Vin,Vin blanc,
10259833,Vin,Vin rouge,
