id,nom,type,adresse,ville,codePostal,tel,lat,lon,region
23218,Centropolis,SAQ Sélection,"250, promenade du Centropolis",Laval,H7T2Z6,450 978-3189,45.560896,-73.745198,Laval
23219,Sainte-Julienne,SAQ,"1545, route 125",Ste-Julienne,J0K2T0,450 831-4404,45.965846,-73.71223,Lanaudière
23220,Mont-Royal Ouest-Clark,SAQ,"55, Mont-Royal Ouest",Montréal,H2T2S6,514 843-7177,45.519466,-73.5870965,Montréal
23221,Galeries Orford,SAQ,"1700, rue Sherbrooke",Magog,J1X5B4,819 847-2969,45.2763,-72.1298,Estrie
23222,Saint-Zotique,SAQ,"344, rue Principale",Saint-Zotique,J0P1Z0,450 267-1147,45.253005,-74.225583,Montérégie
23223,Morin-Heights,SAQ,"707, chemin du Village",Morin-Heights,J0R1H0,450 226-7031,45.904068,-74.24508,Laurentides
23224,Saint-Basile-le-Grand,SAQ,"2210, boulevard du Millénaire",St-Basile-le-Grand,J3N1T8,450 653-6698,45.5232,-73.3017,Montérégie
23226,Châteauguay - Boul. St-Jean-Baptiste,SAQ Express,"85, boulevard St-Jean-Baptiste",Châteauguay,J6J3H7,450 692-9202,45.36138,-73.71426,Montérégie
23227,Saint-Césaire,SAQ,"2010, route 112",St-Césaire,J0L1T0,450 469-0973,45.414215,-73.011139,Montérégie
23228,Ville de Mont-Royal - Ch. Canora,SAQ,"1309, chemin Canora",Mont-Royal,H3P2J5,514 739-6634,45.517031,-73.64308,Montréal
23229,Brossard - Taschereau/Pelletier,SAQ Sélection,"8300, boulevard Taschereau",Brossard,J4X1C2,450 466-3634,45.446884,-73.471983,Montérégie
23230,Bellefeuille,SAQ,"1093, boulevard  Roland-Godard",Saint-Jérôme,J7Y4C4,450 432-4567,45.795551,-74.028414,Laurentides
23231,Saint-Eustache - Arthur-Sauvé/Léveillé,SAQ,"751, boulevard Arthur-Sauvé",Saint-Eustache,J7R4K3,450 491-3400,45.581296,-73.92147,Laurentides
23233,Saint-Jean-de-Matha,SAQ,"845, route Louis-Cyr",St-Jean-de-Matha,J0K2S0,450 886-1422,46.22566,-73.527978,Lanaudière
23234,Gatineau - Montée-Paiement,SAQ,"710, montée Paiement",Gatineau,J8R4A3,819 669-3684,45.503447,-75.67698,Outaouais
23235,Laval-Ouest,SAQ,"4961, boulevard Arthur-Sauvé",Laval,H7R3X2,450 962-2111,45.5508,-73.86753,Laval
23237,R.D.P. - Boul. Rodolphe-Forget,SAQ,"12401, boulevard Rodolphe-Forget",Montréal,H1E0A2,514 648-8382,45.648663,-73.577994,Montréal
23239,Repentigny - Boul. Iberville,SAQ,"1315 A, boulevard Iberville",Repentigny,J5Y4B8,450 657-2121,45.7838,-73.4123,Lanaudière
23240,Saint-Amable,SAQ,"561, rue Principale",Saint-Amable,J0L1N0,450 649-7623,45.6449,-73.3029,Montérégie
23241,Avenue Laurier Est,SAQ,"1325, avenue Laurier Est",Montréal,H2J1H4,514 521-9521,45.533247,-73.584127,Montréal
23243,Prévost,SAQ,"2631, boulevard du Curé-Labelle",Prévost,J0R1T0,450 335-0881,45.8409006,-74.0616316,Laurentides
23244,LaSalle- Dollard/Newman,SAQ,"1880, avenue Dollard",Lasalle,H8N3G5,514 379-3032,45.42967,-73.63523,Montréal
23246,Beloeil - Rue Saint-Jean-Baptiste,SAQ,"1006, rue St-Jean-Baptiste",Beloeil,J3G0J1,450 446-1117,45.577541,-73.21145,Montérégie
23247,Gatineau - St-Joseph/Freeman,SAQ,"1160, boulevard St-Joseph",Gatineau,J8Z1T3,819 771-7710,45.473361,-75.740108,Outaouais
23250,Griffintown,SAQ,"231, rue Peel",Montréal,H3C2G6,514 399-1001,45.493882,-73.559018,Montréal
23301,Gatineau - Boul. du Plateau,SAQ Sélection,"31, boulevard du Plateau",Gatineau,J9A3G1,819 772-9582,45.435814,-75.777573,Outaouais
23303,Terrebonne - Montée des Pionniers,SAQ,"327, montée des Pionniers",Terrebonne,J6V1H4,450 654-5644,45.71287,-73.5122,Lanaudière
23304,N.D.G. - Rue St-Jacques,SAQ Sélection,"6630, rue St-Jacques",Montréal,H4B1V8,514 488-7049,45.4592,-73.6266,Montréal
23306,Dépôt Sherbrooke,SAQ Dépôt,"540, rue Jean-Paul-Perrault",Sherbrooke,J1L3A6,819 563-0959,45.404822,-71.957986,Estrie
23308,Boucherville - De Mortagne/Aut. 20,SAQ Express,"110, boulevard De Mortagne",Boucherville,J4B5M7,450 449-4138,45.576339,-73.446584,Montérégie
23309,Fleurimont,SAQ,"1135, rue King Est,",Sherbrooke,J1G1E6,819 565-2856,45.408315,-71.86324,Estrie
23311,Sainte-Rose,SAQ Sélection,"366, boulevard Curé-Labelle",Laval,H7L4T7,450 622-3687,45.5941,-73.7877,Laval
23312,La Plaine,SAQ,"5751, boulevard Laurier",Terrebonne,J7M1T7,450 477-4215,45.756344,-73.713474,Lanaudière
23313,Saint-Eustache - 25e avenue,SAQ Express,"169, 25e Avenue",Saint-Eustache,J7P2V1,450 491-3616,45.574,-73.8731,Laurentides
23314,Terrebonne - Boul. Moody,SAQ Express,"1393, boulevard Moody",Terrebonne,J6X4C8,450 492-6605,45.7090346,-73.6500965,Lanaudière
23315,Dépôt Laurentides,SAQ Dépôt,"1395, boulevard Michèle-Bohec",Blainville,J7C0M4,450 430-3772,45.678529,-73.914286,Laurentides
23316,Dépôt Rive-Sud,SAQ Dépôt,"1525, boulevard des Promenades",Longueuil,J3Y5K2,450 656-1037,45.492799,-73.379292,Montérégie
23317,Dépôt Vaudreuil-Soulanges,SAQ Dépôt,"22600, chemin Dumberry",Vaudreuil-Dorion,J7V0M8,450 455-0051,45.414395,-74.040559,Montérégie
23318,Dépôt Lanaudière,SAQ Dépôt,"241, rue des Migrateurs",Terrebonne,J6V0A8,450 654-2928,45.716979,-73.506558,Lanaudière
23324,Brossard - Boul. de la Grande Allée,SAQ,"5625, boulevard de la Grande-Allée",Brossard,J4Z3G3,450 678-9044,45.4748,-73.4435,Montérégie
23325,Promenades Saint-Bruno,SAQ,"195, boulevard des Promenades",St-Bruno-de-Montarville,J3V5K2,450 441-9822,45.5062,-73.3765,Montérégie
23326,Dépôt Marché Central,SAQ Dépôt,"1001, rue du Marché Central",Montréal,H4N1J8,514 383-9954,45.535779,-73.655212,Montréal
23327,Repentigny - Boul. Industriel,SAQ Express,"84, boulevard Industriel",Repentigny,J6A4X6,450 657-9782,45.753559,-73.44188,Lanaudière
23329,Place D'Armes,SAQ,"501, place d'Armes",Montréal,H2Y2W7,514 282-4533,45.5051661,-73.5567186,Montréal
23330,Hemmingford,SAQ,"501, avenue Champlain",Hemmingford,J0L1H0,450 247-3343,45.04572,-73.58805,Montérégie
23331,R.D.P. - Boul. Maurice-Duplessis,SAQ,"7517, boulevard Maurice-Duplessis",Montréal,H1E7N2,514 648-5140,45.625634,-73.598909,Montréal
23332,Brossard - Marché Village,SAQ Express,"7800, boulevard Taschereau",Brossard,J4X1V7,450 671-6099,45.4542,-73.4665,Montérégie
23333,Napierville,SAQ,"490-A, rue St-Jacques",Napierville,J0J1L0,450 245-7202,45.1926,-73.41141,Montérégie
23334,Saint-Luc,SAQ,"280, boulevard St-Luc",Saint-Jean-sur-Richelieu,J2W0G1,450 349-2418,45.35652,-73.2982,Montérégie
23335,Mascouche,SAQ Sélection,"845, montée Masson",Mascouche,J7K3T3,450 966-0981,45.7422928,-73.608297,Lanaudière
23336,Petite Italie,SAQ,"7010, boulevard Saint-Laurent",Montréal,H2S3E2,514 276-5019,45.5332321,-73.6157097,Montréal
23337,L'Île-des-Soeurs,SAQ Sélection,"44, place du Commerce",Montréal,H3E1J5,514 766-4432,45.467894,-73.543763,Montérégie
23343,L'Île-Perrot,SAQ Sélection,"106, boulevard Don Quichotte",L'Île-Perrot,J7V6L7,514 453-2632,45.388079,-73.962031,Montérégie
23344,Centre Le Boulevard,SAQ Sélection,"4152, rue Jean-Talon Est",Montréal,H1S2V4,514 721-1039,45.566659,-73.589607,Montréal
23345,La Cité - Les Galeries du Parc,SAQ,"3575, avenue du Parc",Montréal,H2X3P9,514 288-3493,45.510319,-73.575003,Montréal
23347,Varennes,SAQ Sélection,"1797, route 132",Varennes,J3X1P7,450 652-9279,45.668441,-73.430393,Montérégie
23348,Lorraine,SAQ,"85, boulevard De Gaulle",Lorraine,J6Z3R8,450 621-0610,45.66542,-73.78251,Laurentides
23349,Pont-Viau,SAQ,"1089, boulevard des Laurentides",Laval,H7G2W2,450 669-9927,45.5776105,-73.6995299,Laval
23351,Oka,SAQ,"33, rue Notre-Dame",Oka,J0N1E0,450 479-6134,45.464516,-74.080229,Montérégie
23352,Ormstown,SAQ,"4, rue Bridge",Ormstown,J0S1K0,450 829-2534,45.1210682,-73.9892255,Montérégie
23355,Hudson,SAQ,"502, rue Main",Hudson,J0P1H0,450 458-4816,45.459822,-74.144177,Montérégie
23356,Shawville,SAQ,"255, route 148",Shawville,J0X2Y0,819 647-2623,45.59959,-76.4934,Outaouais
23357,Chelsea,SAQ,"1707, route 105",Chelsea,J9B0B9,819 459-2872,45.598499,-75.898501,Outaouais
23358,Lavaltrie,SAQ,"89-B, chemin de Lavaltrie",Lavaltrie,J5T2H5,450 586-1561,45.893909,-73.296723,Lanaudière
23359,Joliette - Centre-ville,SAQ,"598, Rue Notre-Dame",Joliette,J6E9E1,450 759-8848,46.0229274,-73.4411423,Lanaudière
23361,Rosemère - Galeries Mille-Îles,SAQ Sélection,"309, boulevard Labelle",Rosemère,J7A2H7,450 437-1855,45.6286,-73.8111,Laurentides
23362,Saint-Lazare,SAQ,"1811-A, chemin Ste-Angélique",Saint-Lazare,J7T2X9,450 510-1302,45.399643,-74.13645,Montérégie
23363,Marché 440,SAQ,"3535, autoroute Jean-Noà«l-Lavoie",Laval,H7P5G9,450 681-3744,45.567219,-73.767374,Laval
23364,Carrefour Laval,SAQ,"3035, boulevard le Carrefour",Laval,H7T1C8,450 682-1373,45.5678,-73.7522,Laval
23365,Mont Saint-Hilaire,SAQ,"460, boulevard Sir-Wilfrid-Laurier",Mont-Saint-Hilaire,J3H3N9,450 464-3236,45.5659989,-73.1830105,Montérégie
23366,Sainte-Julie,SAQ Sélection,"133, boulevard Armand-Frappier Suite 100",Sainte-Julie,J3E0G2,450 649-6564,45.583704,-73.324593,Montérégie
23367,Mercier,SAQ,"659, boulevard St-Jean-Baptiste",Mercier,J6R2A3,450 692-2241,45.320587,-73.739218,Montérégie
23368,Place Longueuil,SAQ,"825, rue St-Laurent Ouest",Longueuil,J4K2V1,450 646-9711,45.528207,-73.513432,Montérégie
23369,Saint-Lambert - Centre-ville,SAQ,"420, avenue Victoria",Saint-Lambert,J4P2H9,450 923-4911,45.5027,-73.5151,Montérégie
23371,Boucherville - D'Avaugour/de Montarville,SAQ Sélection,"525, rue d'Avaugour",Boucherville,J4B0L2,450 655-3521,45.58768,-73.430319,Montérégie
23379,Saint-Michel-des-Saints,SAQ,"180, rue Brassard",Saint-Michel-des-Saints,J0K3B0,450 833-5221,46.671382,-73.915147,Lanaudière
23380,Saint-Sauveur - De la Gare,SAQ Sélection,"226, chemin du Lac-Millette",Saint-Sauveur,J0R1R3,450 227-4338,45.8910903,-74.1526993,Laurentides
23381,Mirabel - St-Augustin,SAQ,"8520, rue St-Jacques",Mirabel,J7N2E7,450 475-7474,45.633774,-73.983798,Laurentides
23385,Exclusivement pour les restaurateurs,SAQ Restauration,"150, rue St-Zotique Ouest",Montréal,H2S1P4,514 274-6720,45.5309,-73.614,Montréal
23390,Exclusivement pour les restaurateurs,SAQ Restauration,"1900, rue St-Patrick",Montréal,H3K1A9,514 937-0330,45.484316,-73.564661,Montréal
23451,Dépôt Gatineau,SAQ Dépôt,"25, chemin de la Savane",Gatineau,J8T8A4,819 777-1955,45.4740102,-75.7067721,Outaouais
23452,Vin en vrac Montréal,Vin en vrac,"2021, rue des Futailles",Montréal,H1N3M7,514 353-2021,45.5841,-73.52,Montréal
23454,Vin en vrac Rougemont,Vin en vrac,"175, chemin Marieville",Rougemont,J0L1M0,514 861-2404,45.441292,-73.081195,Montérégie
33501,St-Romuald,SAQ,"1056, Guillaume-Couture",Lévis,G6W0R8,418 839-5353,46.732986,-71.267616,Chaudière-Appalaches
33503,Saint-Félicien,SAQ,"1195, boulevard Saint-Félicien",Saint-Félicien,G8K3J1,418 679-1311,48.6548,-72.4592,Saguenay - Lac-Saint-Jean
33504,Trois-Pistoles,SAQ,"634, rue Richard",Trois-Pistoles,G0L4K0,418 851-3505,48.121791,-69.164248,Bas-Saint-Laurent
33505,Mégacentre Rimouski,SAQ Sélection,"391, montée Industrielle-et-Commerciale",Rimouski,G5M1Y1,418 723-2611,48.455929,-68.495367,Bas-Saint-Laurent
33506,Chicoutimi-Nord,SAQ,"2183, rue Roussel",Chicoutimi,G7G1W4,418 543-0912,48.437247,-71.065554,Saguenay - Lac-Saint-Jean
33507,Saint-Augustin-de-Desmaures,SAQ,"286, route 138",St-Augustin-de-Desmaures,G3A2C5,418 878-5182,46.744025,-71.454582,Capitale-Nationale
33508,Québec - Rue Cartier,SAQ Sélection,"1059, avenue Cartier",Québec,G1R2S6,418 643-4334,46.80368,-71.22552,Capitale-Nationale
33509,Donnacona,SAQ,"483, route 138",Donnacona,G3M0A9,418 285-2611,46.680569,-71.717417,Capitale-Nationale
33510,Plessisville,SAQ,"1971, rue Bilodeau",Plessisville,G6L3J1,819 362-2677,46.221,-71.7735,Centre-du-Québec
33511,Chicoutimi - Boul. Talbot,SAQ Sélection,"1075, boulevard Talbot",Saguenay,G7H4B5,418 543-4011,48.410698,-71.052556,Saguenay - Lac-Saint-Jean
33512,Jonquière,SAQ Sélection,"2311, rue St-Hubert",Saguenay,G7X5N6,418 542-6301,48.41475,-71.245928,Saguenay - Lac-Saint-Jean
33513,Alma - Centre-ville,SAQ,"455, rue Sacré-Coeur Ouest",Alma,G8B1M4,418 662-6076,48.5476,-71.6462,Saguenay - Lac-Saint-Jean
33514,Nicolet,SAQ,"2000, boulevard Louis-Fréchette",Nicolet,J3T1M9,819 293-4611,46.2377,-72.6013,Centre-du-Québec
33515,Limoilou,SAQ,"1185, 3e Avenue",Québec,G1L2X5,418 529-1391,46.827571,-71.231135,Capitale-Nationale
33517,Trois-Rivières - Boul. Ste Madeleine,SAQ,"165, boulevard Ste-Madeleine",Trois-Rivières,G8T3L7,819 374-6722,46.36551,-72.50999,Mauricie
33518,Saint-Georges,SAQ Sélection,"8984, boulevard Lacroix",St-Georges,G5Y5P4,418 228-2611,46.13065,-70.6938,Chaudière-Appalaches
33519,Mont-Joli,SAQ,"1760, boulevard Gaboury",Mont-Joli,G5H3S7,418 775-3611,48.58072,-68.185872,Bas-Saint-Laurent
33520,Val Bélair,SAQ,"1065, boulevard Pie XI Nord",Québec,G3K2S5,418 847-8751,46.8552,-71.4169,Capitale-Nationale
33521,Victoriaville - Centre-ville,SAQ,"244, rue Notre-Dame Est",Victoriaville,G6P4A1,819 752-4350,46.057646,-71.9527,Centre-du-Québec
33523,Lac-Mégantic,SAQ,"5950, rue Papineau",Lac-Mégantic,G6B2H6,819 583-0310,45.573341,-70.87671,Estrie
33524,Québec - Boul. Charest Ouest,SAQ Express,"707, boulevard Charest Ouest",Québec,G1N4P6,418 681-4325,46.8051,-71.242409,Capitale-Nationale
33526,Québec - Rue St-Jean,SAQ,"853, rue St-Jean",Québec,G1R1R2,418 643-4337,46.8115,-71.2161,Capitale-Nationale
33527,Chibougamau,SAQ,"402, 3e Rue",Chibougamau,G8P2X6,418 748-2104,49.913643,-74.370689,Nord-du-Québec
33528,Ste-Catherine-de-la-Jacques-Cartier,SAQ,"4530, route Fossambault",Ste-Catherine-J.-Cartier,G3N2T6,418 875-3118,46.8369,-71.6021,Capitale-Nationale
33530,Grand-Mère,SAQ,"920, 7e Avenue",Shawinigan,G9T2B8,819 538-4466,46.612621,-72.696831,Mauricie
33531,Rimouski - Nazareth,SAQ,"457, boulevard Saint-Germain Ouest",Rimouski,G5L3P2,418 722-3878,48.439225,-68.553483,Bas-Saint-Laurent
33532,Clermont,SAQ,"110, boulevard Notre-Dame",Clermont,G4A1G3,418 439-1955,47.6914,-70.2214,Capitale-Nationale
33533,Gaspé,SAQ,"184, montée de Wakeham (route 198)",Gaspé,G4X1V3,418 368-2611,48.827217,-64.486737,Gaspésie-Îles-de-la-Madeleine
33534,Shawinigan,SAQ,"1440, rue Trudel",Shawinigan,G9N0A2,819 536-5687,46.555029,-72.7478,Mauricie
33535,Québec - Boul. de L'Ormière,SAQ,"9085, boulevard de l'Ormière",Québec,G2B3K2,418 842-9105,46.832644,-71.351141,Capitale-Nationale
33536,Cap-Rouge,SAQ Sélection,"1103, boulevard de la Chaudière",Québec,G1Y3T4,418 653-1788,46.759315,-71.350169,Capitale-Nationale
33537,Québec - Boul. Jean-Lesage,SAQ Sélection,"400, boulevard Jean-Lesage",Québec,G1K8W1,418 643-4339,46.8164,-71.2159,Capitale-Nationale
33538,Québec - Rue Maguire,SAQ,"1305, avenue Maguire",Québec,G1T1Z2,418 681-6542,46.7812,-71.2518,Capitale-Nationale
33539,Saint-Jean-Chrysostome,SAQ,"760, avenue Taniata",Lévis,G6Z2C7,418 839-1991,46.733095,-71.209589,Chaudière-Appalaches
33540,La Baie,SAQ,"2100, rue Bagot",La Baie,G7B3Z3,418 544-9379,48.335732,-70.894243,Saguenay - Lac-Saint-Jean
33541,Amqui,SAQ,"30, boulevard St-Benoà®t Est",Amqui,G5J2B7,418 629-3511,48.464573,-67.423798,Bas-Saint-Laurent
33542,Saint-Raymond,SAQ,"333, rue de la Côte Joyeuse, Local 800",Saint-Raymond,G3L4A8,418 337-2950,46.882128,-71.834099,Capitale-Nationale
33543,Arvida,SAQ,"2625, boulevard du Royaume",Saguenay,G7S0B7,418 548-1119,48.405012,-71.1678,Saguenay - Lac-Saint-Jean
33544,Chandler,SAQ,"500, av. du Docteur-G-Daigneault bur 120",Chandler,G0C1K0,418 689-2611,48.3515,-64.6723,Gaspésie-Îles-de-la-Madeleine
33545,Estimauville,SAQ,"2485, boulevard Sainte-Anne",Québec,G1J1Y4,418 663-4706,46.8452007,-71.21660259,Capitale-Nationale
33546,Drummondville - Boul. St-Joseph,SAQ Sélection,"695, boulevard Saint-Joseph",Drummondville,J2C2B6,819 478-8184,45.892027,-72.512274,Centre-du-Québec
33547,La Tuque,SAQ,"1200, boulevard Ducharme",La Tuque,G9X3Z9,819 523-2893,47.4201,-72.7852,Mauricie
33548,Rivière-du-Loup,SAQ Sélection,"252-A, boulevard Hôtel-de-Ville",Rivière-du-Loup,G5R1M4,418 862-0299,47.826888,-69.550128,Bas-Saint-Laurent
33549,La Malbaie,SAQ,"375, boulevard de Comporté",La Malbaie,G5A1H9,418 665-3676,47.6435,-70.1501,Capitale-Nationale
33550,Baie-Comeau - Boul. Lasalle,SAQ,"300, boulevard Lasalle",Baie-Comeau,G4Z2K2,418 296-2611,49.21431,-68.18981,Côte-Nord
33551,Sainte-Anne-des-Monts,SAQ,"51, boulevard Ste-Anne Ouest",Ste-Anne-des-Monts,G4V1R2,418 763-2611,49.126818,-66.486418,Gaspésie-Îles-de-la-Madeleine
33552,Paspébiac,SAQ,"113, boulevard Gérard-D. Lévesque Ouest",Paspébiac,G0C2K0,418 752-3155,48.027627,-65.260844,Gaspésie-Îles-de-la-Madeleine
33553,Galeries de la Capitale,SAQ Sélection,"5751, boulevard des Galeries",Québec,G2K1X1,418 623-6063,46.833851,-71.297898,Capitale-Nationale
33554,Carleton,SAQ,"569, boulevard Perron",Carleton-sur-Mer,G0C1J0,418 364-3411,48.1039104,-66.1264585,Gaspésie-Îles-de-la-Madeleine
33555,Shawinigan-Sud,SAQ,"4155, boulevard de Shawinigan-Sud",Shawinigan,G9P4G3,819 537-1356,46.5040995,-72.729079,Mauricie
33556,Cabano,SAQ,"633, rue Commerciale Nord",Témiscouata-sur-le-Lac,G0L1E0,418 854-2000,47.6816,-68.8836,Bas-Saint-Laurent
33557,Le Grand Marché,SAQ,"250, boulevard Wilfrid-Hamel, Édifice M",Québec,G1L5A7,581 300-1099,46.826928,-71.245156,Capitale-Nationale
33558,La Pocatière,SAQ,"625, 1re rue Poiré",La Pocatière,G0R1Z0,418 856-1392,47.365136,-70.037552,Bas-Saint-Laurent
33559,Saint-Émile,SAQ,"1200, rue de la Faune",Saint-Émile,G3E1T2,418 840-9078,46.876258,-71.325493,Capitale-Nationale
33560,Trois-Rivières - Boul. St-Maurice,SAQ,"501, boulevard St-Maurice",Trois-Rivières,G9A3P1,819 374-5134,46.35367,-72.543473,Mauricie
33561,Trois-Rivières - Des Forges/6e rue,SAQ Sélection,"4675, boulevard des Forges",Trois-Rivières,G8Y1V9,819 374-5944,46.359721,-72.590445,Mauricie
33562,Sept-Iles,SAQ Sélection,"649, boulevard Laure",Sept-Îles,G4R1X8,418 962-6255,50.217103,-66.380765,Côte-Nord
33563,Roberval,SAQ,"1221, boulevard Marcotte",Roberval,G8H3B8,418 275-2183,48.524367,-72.233926,Saguenay - Lac-Saint-Jean
33564,Beauport - Rue Blanche-Lamontagne,SAQ Sélection,"2060, rue Blanche-Lamontagne",Québec,G1C0G9,418 666-4949,46.864422,-71.214195,Capitale-Nationale
33565,Baie Saint-Paul,SAQ,"1020, boulevard Monseigneur-de-Laval",Baie-Saint-Paul,G3Z2W6,418 435-2731,47.445941,-70.514677,Capitale-Nationale
33566,Iles-de-la-Madeleine,SAQ,"525, chemin Principal",Cap-aux-Meules,G4T1E4,418 986-2411,47.375149,-61.871828,Gaspésie-Îles-de-la-Madeleine
33567,Drummondville - Rue des Forges,SAQ,"500, rue des Forges",Drummondville,J2B0E4,819 478-4214,45.87907,-72.487074,Centre-du-Québec
33568,Port-Cartier,SAQ,"8, boulevard des Îles",Port-Cartier,G5B2J4,418 766-5511,50.020982,-66.882545,Côte-Nord
33569,Forestville,SAQ,"25, route 138 Est",Forestville,G0T1E0,418 587-2611,48.74492,-69.084998,Côte-Nord
33570,Sainte-Marie,SAQ,"1024, boulevard Vachon Nord",Sainte-Marie,G6E1M5,418 387-6186,46.450735,-71.031908,Chaudière-Appalaches
33571,Thetford Mines,SAQ,"701, boulevard Frontenac Est",Thetford Mines,G6G6Y7,418 338-6101,46.110419,-71.302569,Chaudière-Appalaches
33573,Neufchâtel,SAQ,"2425, boulevard Bastien",Québec,G2B1B3,418 842-7693,46.857971,-71.338432,Capitale-Nationale
33574,Lauzon,SAQ,"7777, boulevard Guillaume-Couture",Lévis,G6V6Z1,418 837-0602,46.816068,-71.146058,Chaudière-Appalaches
33575,Québec - Boul. Laurier,SAQ Sélection,"2828, boulevard Laurier",Québec,G1V0B9,418 692-1182,46.76808,-71.286875,Capitale-Nationale
33576,Beauceville,SAQ,"630C, boulevard Renault",Beauceville,G5X1M6,418 774-9147,46.20747,-70.773234,Chaudière-Appalaches
33577,Dolbeau,SAQ,"1720, boulevard Wallberg",Dolbeau-Mistassini,G8L1H6,418 276-0288,48.88033,-72.2306,Saguenay - Lac-Saint-Jean
33578,Saint-Nicéphore,SAQ,"4565, boulevard St-Joseph",Drummondville,J2A1B4,819 479-8859,45.838575,-72.43262,Centre-du-Québec
33580,Plaza Laval,SAQ,"2750, chemin Ste-Foy",Québec,G1V1V6,418 656-0175,46.7808,-71.2993,Capitale-Nationale
33581,Saint-Étienne-de-Lauzon,SAQ,"3011, route Lagueux",Lévis,G6J0G6,418 836-3760,46.652582,-71.314717,Chaudière-Appalaches
33582,L'Ancienne-Lorette - Aut. Duplessis,SAQ Express,"1211, autoroute Duplessis",L'Ancienne-Lorette,G2G2B4,418 877-1977,46.786547,-71.351221,Capitale-Nationale
33583,Place Naviles,SAQ Sélection,"3400, chemin des Quatre-Bourgeois",Québec,G1W2L3,418 656-0244,46.763546,-71.317144,Capitale-Nationale
33584,Les Saules,SAQ Sélection,"5015, boulevard de l'Ormière",Québec,G1P1K6,418 877-7059,46.818789,-71.331822,Capitale-Nationale
33585,Carrefour Charlesbourg,SAQ Sélection,"8500, boulevard Henri-Bourassa",Québec,G1G5X1,418 628-5567,46.864551,-71.270432,Capitale-Nationale
33586,Lac Etchemin,SAQ,"1556, route 277",Lac-Etchemin,G0R1S0,418 625-6751,46.403172,-70.524521,Chaudière-Appalaches
33587,Disraeli,SAQ,"923, avenue Champlain",Disraeli,G0N1E0,418 449-3312,45.907011,-71.360674,Chaudière-Appalaches
33588,Dépôt Saguenay,SAQ Dépôt,"1898, boulevard Talbot",Saguenay,G7H7Y1,418 549-4522,48.3948,-71.0704,Saguenay - Lac-Saint-Jean
33589,Saint-Jean-Port-Joli,SAQ,"26, avenue de Gaspé Ouest",Saint-Jean-Port-Joli,G0R3G0,418 598-6415,47.213348,-70.269775,Chaudière-Appalaches
33590,Stoneham-et-Tewkesbury,SAQ,"4, route Tewkesbury",Stoneham-et-Tewkesbury,G3C2K6,418 848-4764,46.98331,-71.367921,Capitale-Nationale
33591,Rivière-Bleue,SAQ,"21, rue St-Joseph Nord",Rivière-Bleue,G0L2B0,418 893-2234,47.434405,-69.044604,Bas-Saint-Laurent
33592,Saint-Pascal,SAQ,"505, avenue Patry",Saint-Pascal,G0L3Y0,418 492-6511,47.530065,-69.810443,Bas-Saint-Laurent
33593,Percé,SAQ,"155, Route 132 Ouest",Percé,G0C2L0,418 782-2000,48.5193,-64.215,Gaspésie-Îles-de-la-Madeleine
33594,Halles Sainte-Foy,SAQ Express,"2500, chemin des Quatre-Bourgeois",Québec,G1V4P9,418 658-9944,46.782389,-71.28699,Capitale-Nationale
33595,Chemin Saint-Louis,SAQ,"2485, chemin St-Louis, bureau 200",Québec,G1T1R9,418 659-2968,46.768565,-71.267254,Capitale-Nationale
33596,Vanier,SAQ,"405, rue Soumande",Québec,G1M2X6,418 683-2306,46.821287,-71.255239,Capitale-Nationale
33599,Saint-Tite,SAQ,"512, rue du Moulin",Saint-Tite,G0X3H0,418 365-6137,46.729651,-72.563981,Mauricie
33600,Campanile,SAQ,"3700, rue du Campanile",Québec,G1X4G6,418 658-9228,46.7622,-71.3331,Capitale-Nationale
33601,Charlesbourg - Boul. du Lac,SAQ,"795, boulevard du Lac",Québec,G2M0E4,418 849-2931,46.9175,-71.3206,Capitale-Nationale
33604,Sainte-Anne-de-Beaupré,SAQ,"10410, boulevard Ste-Anne",Sainte-Anne-de-Beaupré,G0A3C0,418 827-2743,47.0209,-70.9402,Capitale-Nationale
33605,Beauport - Ave. Nordique,SAQ,"975, avenue Nordique",Beauport,G1C0C7,418 667-6012,46.886665,-71.197449,Capitale-Nationale
33606,Québec - Ave. St-Sacrement,SAQ,"1305, chemin Ste-Foy",Québec,G1S4N5,418 681-9130,46.795195,-71.253312,Capitale-Nationale
33608,Fermont,SAQ,"299, rue le Carrefour",Fermont,G0G1J0,418 287-3611,52.796446,-67.081193,Côte-Nord
33609,Saint-Nicolas,SAQ Sélection,"1345, route des Rivières",Lévis,G7A2V6,418 831-3100,46.719,-71.2995,Chaudière-Appalaches
33610,Havre Saint-Pierre,SAQ,"1327, rue de la Digue",Havre-Saint-Pierre,G0G1P0,418 538-2611,50.245822,-63.592877,Côte-Nord
33611,Victoriaville - boul. Jutras,SAQ Sélection,"1081, boulevard Jutras Est",Victoriaville,G6S1J1,819 357-7116,46.062512,-71.927575,Centre-du-Québec
33612,Montmagny,SAQ,"84, boulevard Taché Ouest",Montmagny,G5V3A4,418 248-6940,46.979736,-70.568786,Chaudière-Appalaches
33613,New Richmond,SAQ,"124, boulevard Perron Ouest",New Richmond,G0C2B0,418 392-4920,48.161577,-65.858785,Gaspésie-Îles-de-la-Madeleine
