id,code,nom,type,prix,pays,volume,tauxAlcool,cup,producteur,agentPromo,urlImage
14216671,288155,Castelli del Duca Alessandro Gutturnio Riserva,Vin rouge,19.25,Italie,750.0,13.5,8000716335696,Castelli del Duca,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/4/14216671-1_1581368415.png
13040941,244121,Castelli del Grevepesa Clemente VII Chianti Classico Riserva,Vin rouge,24.1,Italie,750.0,14.0,766181771947,Castelli del Grevepesa S.c.a.,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/3/13040941-1_1581312914.png
907659,302849,Castello Banfi Brunello-di-Montalcino,Vin rouge,28.5,Italie,375.0,13.5,8015674137091,Castello Banfi,Charton Hobbs Inc,https://www.saq.com/media/catalog/product/9/0/907659-1_1580607616.png
10268596,151478,Castello Banfi Brunello-di-Montalcino,Vin rouge,55.0,Italie,750.0,14.0,8015674153169,Castello Banfi,Charton Hobbs Inc,https://www.saq.com/media/catalog/product/1/0/10268596-1_1580595019.png
701920,297680,Castello Banfi Poggio Alle Mura Brunello Di Montalcino,Vin rouge,66.5,Italie,750.0,14.5,8015674153015,Castello Banfi,Charton Hobbs Inc,https://www.saq.com/media/catalog/product/7/0/701920-1_1580604020.png
13355388,253817,Castello Banfi Poggio Alle Mura Brunello Di Montalcino Riserva,Vin rouge,116.0,Italie,750.0,14.0,8015674133147,Castello Banfi,Charton Hobbs Inc,https://www.saq.com/media/catalog/product/1/3/13355388-1_1578534615.png
10254717,150974,Castello d’Albola Chianti Classico Riserva,Vin rouge,25.0,Italie,750.0,13.5,8002235020046,Castello d'Albola,Mosaiq Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/0/10254717-1_1580594721.png
11472337,186635,Castello d'Albola Chianti-Classico,Vin rouge,20.0,Italie,750.0,13.0,8002235020121,Castello d'Albola,Mosaiq Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/1/11472337-1_1580622010.png
12665481,231413,Castello d'Albola Oso Toscana,Vin rouge,15.8,Italie,750.0,13.0,8002235027953,Castello d'Albola,Mosaiq Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/2/12665481-1_1578358828.png
11676567,194978,Castello del Poggio Barbera d'Asti,Vin rouge,16.15,Italie,750.0,14.0,8002235022095,Castello del Poggio,Mosaiq Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/1/11676567-1_1606158665.png
10970318,169145,Castello del Poggio Brachetto,Vin mousseux rosé,20.0,Italie,750.0,7.0,8002235385053,Castello del Poggio,Mosaiq Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/0/10970318-1_1580611214.png
13887739,273803,Castello del Terriccio Castello del Terriccio,Vin rouge,108.75,Italie,750.0,14.0,8032665342166,Castello del Terriccio Srl,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14563525,319845,Castello della Sala Cervaro,Vin blanc,72.5,Italie,750.0,13.0,4000145635255,Marchesi Antinori SRL,Mark Anthony Brands Ltd,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14295823,290771,Castello della Sala Cervaro,Vin blanc,72.5,Italie,750.0,13.0,4000142958234,Marchesi Antinori SRL,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/4/14295823-1_1581368418.png
14295831,290774,Castello della Sala Conte della Vipera,Vin blanc,32.75,Italie,750.0,12.0,4000142958319,Marchesi Antinori SRL,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/4/14295831-1_1581368418.png
12427781,221492,Castello della Sala Conte della Vipera,Vin blanc,32.75,Italie,750.0,12.0,8001935948100,Marchesi Antinori SRL,Mark Anthony Brands Ltd,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14400363,312914,Castello di Albola Santa Caterina Chianti Classico Gran Selezione,Vin rouge,50.0,Italie,750.0,13.5,8002235029230,Casa Vinicola Zonin SPA,Mosaiq Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/4/14400363-1_1583783114.png
11811909,198518,Castello di Ama Acquavite,Grappa,59.0,Italie,500.0,45.0,8021846100763,Castello di Ama SPA,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/1/11811909-1_1580627122.png
13369325,254513,Castello di Ama Al Poggio,Vin blanc,29.25,Italie,750.0,13.0,8021846061729,Castello di Ama SPA,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/3/13369325-1_1587665118.png
14418504,309986,Castello di Ama Haiku,Vin rouge,54.25,Italie,750.0,13.5,8021846121720,Castello di Ama SPA,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13333437,253175,Castello di Ama L'Apparita,Vin rouge,237.25,Italie,750.0,13.5,8021846041325,Castello di Ama SPA,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14453684,314071,Castello di Ama Purple Rose,Vin rosé,24.8,Italie,750.0,13.0,8021846081925,Castello di Ama SPA,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/4/14453684-1_1585074915.png
12475716,224006,Castello di Ama San Lorenzo  Chianti Classico Gran Selezione,Vin rouge,54.0,Italie,750.0,13.5,8021846151628,Castello di Ama SPA,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/2/12475716-1_1601339731.png
14418512,309983,Castello di Ama Vigneto La Casuccia Chianti Classico Gran Selezione,Vin rouge,245.5,Italie,750.0,13.5,8021846031623,Castello di Ama SPA,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14153796,285317,Castello di Bolgheri Superiore,Vin rouge,92.25,Italie,750.0,14.5,8051411701101,Azienda Agricola Castello Di Bolgheri,Sylvestre Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/4/14153796-1_1578552916.png
14152603,285314,Castello di Bolgheri Varvàra,Vin rouge,38.25,Italie,750.0,14.5,8051411702108,Azienda Agricola Castello Di Bolgheri,Sylvestre Vins et Spiritueux Inc.,https://www.saq.com/media/catalog/product/1/4/14152603-1_1578552916.png
13465958,257459,Castello di Bossi Chianti Classico,Vin rouge,24.1,Italie,750.0,14.0,8016048000027,Castello di Bossi SPA,Connexion Oenophilia Inc.,https://www.saq.com/media/catalog/product/1/3/13465958-1_1578536116.png
12249292,212681,Castello di Brolio Chianti Classico,Vin rouge,49.75,Italie,750.0,13.5,618109117514,Barone Ricasoli SPA Agricola,Société de Vins Fins Ltée.,https://www.saq.com/media/catalog/product/1/2/12249292-1_1580661910.png
14185085,286184,Castello di Buttrio Friulano Friuli Colli Orientali,Vin blanc,26.95,Italie,750.0,13.0,8033757070127,Castello di Buttrio S.R.L.,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/4/14185085-1_1578553517.png
13978614,277991,Castello di Fonterutoli Siepi,Vin rouge,139.75,Italie,750.0,14.4,8016118231047,Castello di Fonterutoli Mazzei,Authentic Vins et Spiritueux inc,https://www.saq.com/media/catalog/product/1/3/13978614-1_1578547513.png
14506660,316771,Castello di Meleto Chianti Classico,Vin rouge,22.95,Italie,750.0,13.5,8032745750041,Castello di Meleto -Viticola Toscana SPA,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/4/14506660-1_1595530231.png
14351549,305102,Castello di Monsanto Fabrizio Bianchi Toscana,Vin blanc,37.5,Italie,750.0,14.0,8033237490780,Castello Di Monsanto,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14289600,290381,Castello Di Monsanto Il Poggio Chianti Classico Riserva,Vin rouge,96.5,Italie,750.0,14.0,4000142896000,Castello Di Monsanto,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14270415,289760,Castello Di Monsanto Nemo,Vin rouge,193.75,Italie,750.0,14.0,8033237490674,Castello Di Monsanto,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/4/14270415-1_1578554720.png
13364461,254264,Castello di Monsanto Nemo,Vin rouge,70.25,Italie,750.0,14.0,8033237490629,Castello Di Monsanto,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13426211,256565,Castello di Monsanto Vinsanto del Chianti Classico La Chime,Vin blanc,65.0,Italie,375.0,14.5,8033237490933,Castello Di Monsanto,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/3/13426211-2_1605642940.png
12466377,223622,Castello di Neive Barbaresco,Vin rouge,30.25,Italie,750.0,14.5,837042001388,Castello di Neive Azienda Agricola,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/2/12466377-1_1582136133.png
13553421,260402,Castello di Neive Rosso Langhe,Vin rouge,26.3,Italie,750.0,14.5,837042007564,Castello di Neive Azienda Agricola,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/3/13553421-1_1578537320.png
13056927,244616,Castello di Nipozzano Riserva Chianti Rufina,Vin rouge,41.2,Italie,1500.0,13.5,8007525200177,Marchesi de Frescobaldi,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/1/3/13056927-1_1604335864.png
12936623,240290,Castello di Nipozzano Vecchie Viti,Vin rouge,61.5,Italie,1500.0,14.0,8007425001812,Marchesi de Frescobaldi,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/1/2/12936623-1_1578434715.png
420216,294332,Castello di Pomino Benefizio Riserva,Vin blanc,38.75,Italie,750.0,13.5,8007425160717,Marchesi de Frescobaldi,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/4/2/420216-1_1580601012.png
14108717,149270,Castello di Selvole Ponte Rosso Chianti Classico Gran Selezione,Vin rouge,29.25,Italie,750.0,14.0,8024171000050,Eri srl Castello di Selvole,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/4/14108717-1_1578551725.png
13808771,270047,Castello di Semivicoli Trebbiano d'Abruzzo,Vin blanc,35.25,Italie,750.0,13.0,8033140751008,Azienda Agricola Masciarelli,Le Maitre de Chai (GB),https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14505819,318996,Castello di Tassarolo Spinola Gavi,Vin blanc,25.4,Italie,750.0,13.0,8020220001047,Castello di Tassarolo,Vin Vrai (3935299 Canada Inc.),https://www.saq.com/media/catalog/product/1/4/14505819-1_1595256049.png
730416,298871,Castello di Volpaia Chianti Classico Riserva,Vin rouge,41.75,Italie,750.0,13.5,8015923201818,Castello di Volpaia,Sélection Rezin (vins),https://www.saq.com/media/catalog/product/7/3/730416-1_1580604619.png
13706627,266891,Castello di Volpaia Prelius Cabernet Sauvignon Maremma Toscana,Vin rouge,21.55,Italie,750.0,14.5,8013681501188,Castello di Volpaia,Sélection Rezin (vins),https://www.saq.com/media/catalog/product/1/3/13706627-1_1578541216.png
14461351,314575,Castello Monterinaldi Purple Turtle Toscana,Vin rouge,20.0,Italie,750.0,14.5,8024977971035,Castello Monterinaldi,Vin Conseil (Québec) Ltée.,https://www.saq.com/media/catalog/product/1/4/14461351-1_1593533116.png
14596968,321621,Castello Romitorio Brunello-di-Montalcino,Vin rouge,54.5,Italie,750.0,14.0,8026539000252,Az. Agr. Castello Romitorio SRL,Amphora Vins Fins et Spiritueux,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14552236,318339,Castello Romitorio Filo di Seta Brunello di Montalcino,Vin rouge,143.0,Italie,750.0,14.5,8026539000238,Chia Castello Romitorio Tenuta Ghiaccio Tenuta Ghiaccio Forte SRL,Amphora Vins Fins et Spiritueux,https://www.saq.com/media/catalog/product/1/4/14552236-1_1601576467.png
14028750,280808,Castello Romitorio RomiToro Toscane,Vin rouge,25.75,Italie,750.0,14.5,8026539000108,Az. Agr. Castello Romitorio SRL,Amphora Vins Fins et Spiritueux,https://www.saq.com/media/catalog/product/1/4/14028750-1_1578549619.png
13866330,273029,Castelnau de Suduiraut Sauternes,Sauternes,50.5,France,750.0,14.0,3760020101978,SA du Château Suduiraut,Noble Sélection,https://www.saq.com/media/catalog/product/1/3/13866330-1_1578544222.png
14431223,313031,Castelo Rodrigo Beira Interior,Vin blanc,15.05,Portugal,750.0,12.5,5601854108833,"Adega Cooperativa de Figueira de Castelo Rodrigo, CRL",La QV Inc. (GB),https://www.saq.com/media/catalog/product/1/4/14431223-1_1590004536.png
14027108,280748,Castiglion del Bosco Brunello di Montalcino,Vin rouge,59.25,Italie,750.0,14.0,8027185216110,Castiglion del Bosco SAARL,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/catalog/product/1/4/14027108-1_1578549617.png
10856179,164912,Castillo de Almansa,Vin rouge,18.65,Espagne,750.0,14.5,8414837010316,Bodegas Piqueras SA,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/0/10856179-1_1580609123.png
12378511,219374,Castillo de Almansa Reserva,Vin rouge,21.9,Espagne,1500.0,14.0,8414837010125,Bodegas Piqueras SA,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/2/12378511-1_1580663715.png
10898723,167015,Castillo de Monseran Garnacha Vieilles Vignes,Vin rouge,16.75,Espagne,750.0,14.5,3378633006223,Bodegas San Valero S. Coop.,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/0/10898723-1_1580610019.png
13284831,251840,Castorani Nomen Omen Red Bull Ring Terre di Chieti,Vin blanc,14.95,Italie,750.0,12.5,8032790761207,Podere Castorani SRL,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/1/3/13284831-1_1578443713.png
12572866,227345,Castro Ventosa Tinto,Vin rouge,16.6,Espagne,750.0,14.5,8437001790104,Bodegas y Vinedos Castroventosa SL,Vintrinsec (7909284 Canada inc.),https://www.saq.com/media/catalog/product/1/2/12572866-1_1578346816.png
14393984,309455,Castroventosa El castro de Valtuille Godello Bierzo,Vin blanc,29.95,Espagne,750.0,13.5,8437001790289,Bodegas y Vinedos Castroventosa SL,Vintrinsec (7909284 Canada inc.),https://www.saq.com/media/catalog/product/1/4/14393984-1_1584984921.png
13554715,260441,Catena Appellation La Consulta Malbec Mendoza,Vin rouge,23.0,Argentine,750.0,13.5,7794450004314,Bodegas Catena Zapata,Noble Sélection,https://www.saq.com/media/catalog/product/1/3/13554715-1_1578537321.png
13507572,259364,Catena Zapata Adrianna Vineyard White Bones Chardonnay,Vin blanc,105.25,Argentine,750.0,13.0,4000135075726,Bodegas Catena Zapata,Noble Sélection,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14564691,320016,Catena Zapata Altaland White Clay Lujan de Cuyo,Vin blanc,19.45,Argentine,750.0,13.3,7794450943934,Bodegas Catena Zapata,Noble Sélection,https://www.saq.com/media/catalog/product/1/4/14564691-1_1605794133.png
865279,300755,Catena Zapata Chardonnay,Vin blanc,20.0,Argentine,750.0,13.5,7794450025029,Bodegas Catena Zapata,Noble Sélection,https://www.saq.com/media/catalog/product/8/6/865279-1_1580606119.png
478727,295028,Catena Zapata Malbec Mendoza,Vin rouge,21.9,Argentine,750.0,13.5,7794450008053,Bodegas Catena Zapata,Noble Sélection,https://www.saq.com/media/catalog/product/4/7/478727-1_1580601615.png
328567,293516,Cathedral Cellar Cabernet-Sauvignon,Vin rouge,19.0,Afrique du Sud,750.0,14.25,748294066110,K.W.V. Ltd,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/3/2/328567-1_1606338616.png
902429,302573,Cathedral Cellar Shiraz,Vin rouge,19.0,Afrique du Sud,750.0,14.14,748294420608,K.W.V. Ltd,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/9/0/902429-1_1580607323.png
11903310,202502,Catherine et Claude Maréchal Bourgogne Gravel,Vin rouge,38.75,France,750.0,13.0,858037000230,Catherine et Claude Maréchal,Vins Balthazard Inc.,https://www.saq.com/media/catalog/product/1/1/11903310-1_1580629210.png
14365748,306053,Catherine et Pierre Breton Bourgueil Nuits d'Ivresse,Vin rouge,74.25,France,1500.0,12.5,3760099781132,SARL Catherine & Pierre Breton,Oenopole Inc.,https://www.saq.com/media/catalog/product/1/4/14365748-1_1582056315.png
12100279,207746,Catherine et Pierre Breton Épaulé Jeté,Vin mousseux,31.25,France,750.0,13.0,3760099780043,SARL Catherine & Pierre Breton,Oenopole Inc.,https://www.saq.com/media/catalog/product/1/2/12100279-1_1580659512.png
13597791,147506,Catherine et Pierre Breton La Dilettante,Vin rouge,32.5,France,750.0,12.0,3760099780012,SARL Catherine & Pierre Breton,Oenopole Inc.,https://www.saq.com/media/catalog/product/1/3/13597791-1_1578538816.png
860387,300431,Causse Marines Les Greilles,Vin blanc,25.2,France,750.0,14.0,3760086250016,Patrice Lescarret,Sélection Rezin (vins),https://www.saq.com/media/catalog/product/8/6/860387-1_1580605824.png
709931,298058,Causse-Marines Les Peyrouzelles,Vin rouge,24.85,France,750.0,14.0,3760086250030,Patrice Lescarret,Sélection Rezin (vins),https://www.saq.com/media/catalog/product/7/0/709931-1_1580668215.png
13409067,256187,Cava Castellroig Reserva Brut,Vin mousseux,23.9,Espagne,750.0,12.0,8437004678300,Sabaté i Coca S.A.,Société de Vins Fins Ltée.,https://www.saq.com/media/catalog/product/1/3/13409067-1_1578535510.png
13629326,263786,Cavallotto Barolo Riserva Vignolo,Vin rouge,138.5,Italie,750.0,14.5,8032539471626,Tenuta Cavallotto Fratelli,L'Enoteca di Moreno de Marchi,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13028192,243758,Cave de Crouseilles Grains de Roy Pacherenc du Vic Bilh,Vin blanc,17.35,France,750.0,13.5,3270250273746,Cave de Crouseilles,A.O.C. & Cie Châteaux & Domaines Inc.(GB,https://www.saq.com/media/catalog/product/1/3/13028192-1_1581312614.png
14397301,314095,Cave de Gan Influence Jurançon Sec,Vin blanc,16.0,France,750.0,13.0,3300944359088,Cave de Gan - Jurançon,Les Vins Dupré inc.,https://www.saq.com/media/catalog/product/1/4/14397301-1_1591647015.png
13810782,270149,Cave de Lugny Bourgogne les Chenaudières,Vin blanc,18.95,France,750.0,13.0,3338590008173,Cave de Lugny,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/3/13810782-1_1578542717.png
14347566,305564,Cave de Lugny Mâcon-Lugny Coeur de Charmes,Vin blanc,24.9,France,750.0,13.0,3338591000305,SCV Lugny L'Aurore,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/4/14347566-1_1583268308.png
11601670,191657,Cave de Ribauvillé Pinot gris,Vin blanc,20.3,France,750.0,13.5,3156090316143,Cave de Ribeauvillé,Sélect Vins Ltée.,https://www.saq.com/media/catalog/product/1/1/11601670-1_1580624119.png
11193194,177749,Cave de Roquebrun Chemin des Olivettes,Vin rouge,18.0,France,750.0,13.0,3379431141277,Cave de Roquebrun,A.O.C. & Cie Châteaux & Domaines Inc.(GB,https://www.saq.com/media/catalog/product/1/1/11193194-1_1606158663.png
11661023,194423,Cave de Roquebrun Granges des Combes Saint-Chinian-Roquebrun,Vin rouge,18.55,France,750.0,13.5,3379431111942,Cave de Roquebrun,A.O.C. & Cie Châteaux & Domaines Inc.(GB,https://www.saq.com/media/catalog/product/1/1/11661023-1_1580625310.png
13945062,276743,Cave de Saint-Désirat Condrieu Tradition,Vin blanc,51.75,France,750.0,14.9,3331450607509,Cave de Saint-Désirat,Société de Vins Fins Ltée.,https://www.saq.com/media/catalog/product/1/3/13945062-1_1578546680.png
14199971,286769,Cave de Saint-Désirat St-Joseph Cuvée Amendine,Vin blanc,27.1,France,750.0,13.5,3331450407505,Cave de Saint-Désirat,Société de Vins Fins Ltée.,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14622636,321849,Cave de Tain Crozes-Hermitage Le Grand Classique,Vin rouge,21.6,France,750.0,13.0,3234783103901,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/4/14622636-1_1606929368.png
13830791,270929,Cave de Tain Hermitage Gambert de Loche,Vin rouge,177.25,France,750.0,14.0,3234784953901,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13830783,270926,Cave de Tain Hermitage Gambert de Loche,Vin rouge,151.25,France,750.0,13.5,3234784933903,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13830775,270923,Cave de Tain Hermitage Gambert de Loche,Vin rouge,165.5,France,750.0,13.5,4000138307756,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13830767,270920,Cave de Tain Hermitage Gambert de Loche,Vin rouge,165.5,France,750.0,14.0,3234784993907,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13830759,270917,Cave de Tain Hermitage Grand Classique Blanc,Vin blanc,92.25,France,750.0,14.0,3234784303904,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/3/13830759-1_1578543016.png
13830741,270914,Cave de Tain Hermitage Grand Classique Rouge,Vin rouge,82.0,France,750.0,13.5,3234784103900,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/3/13830741-1_1578543016.png
13664851,265082,Cave de Tain L'Hermitage Hermitage Au Coeur des Siècles,Vin blanc,106.25,France,750.0,13.5,3234784803909,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13668923,265172,Cave de Tain l'Hermitage Hermitage Gambert de Loche,Vin rouge,142.75,France,750.0,13.5,3234784903906,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/3/13668923-1_1578540310.png
13470482,257600,Cave de Tain L'Hermitage Les Hauts du Fief,Vin rouge,42.5,France,750.0,14.0,3234783903907,Cave de Tain L'Hermitage,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/3/13470482-1_1578536121.png
240382,292814,Cave de Vignerons Louis Roche Bourgogne Aligoté,Vin blanc,16.5,France,750.0,12.0,3330540502014,Cave des Vignerons,Vin Conseil (Québec) Ltée.,https://www.saq.com/media/catalog/product/2/4/240382-1_1580592919.png
12784851,235340,Cave Kouroum 7 Cépages,Vin rouge,16.95,Liban,750.0,15.3,5285000952237,Cave Kouroum SAL,Tocade,https://www.saq.com/media/catalog/product/1/2/12784851-1_1595530228.png
11097549,173804,Cave Kouroum Petit Noir Vallée de la Bekaa,Vin rouge,13.3,Liban,750.0,14.5,5285000952695,Cave Kouroum SAL,Tocade,https://www.saq.com/media/catalog/product/1/1/11097549-1_1580612723.png
13216450,249590,Cave Spring Chardonnay VQA Niagara Escarpment,Vin blanc,17.35,Canada,750.0,13.5,779334285512,Cave Spring Cellars,Sélections Oeno Inc,https://www.saq.com/media/wysiwyg/placeholder/category/06.png
13299259,252257,Cave Spring Escarpment Pinot Noir Niagara,Vin rouge,21.95,Canada,750.0,12.5,779334176421,Cave Spring Cellars,Sélections Oeno Inc,https://www.saq.com/media/catalog/product/1/3/13299259-1_1581687910.png
14420508,313717,Cave Spring Pinot Noir Estate Beamsville Bench,Vin rouge,34.75,Canada,750.0,12.5,779334465617,Cave Spring Cellars,Sélections Oeno Inc,https://www.saq.com/media/catalog/product/1/4/14420508-1_1594828218.png
14324111,304826,Cave Spring Riesling Beamsville Bench,Vin blanc,21.95,Canada,750.0,12.0,779334863772,Cave Spring Cellars,Sélections Oeno Inc,https://www.saq.com/media/catalog/product/1/4/14324111-1_1583271005.png
14327039,305036,Cave Spring Riesling Dry Niagara Peninsula,Vin blanc,15.95,Canada,750.0,11.5,779334336351,Cave Spring Cellars,Sélections Oeno Inc,https://www.saq.com/media/catalog/product/1/4/14327039-1_1581958833.png
403360,294149,Cave Spring Riesling Icewine,Vin de glace,61.25,Canada,375.0,10.5,779334474411,Cave Spring Cellars,Sélections Oeno Inc,https://www.saq.com/media/wysiwyg/placeholder/category/11.png
903096,302609,Cave St-Pierre Fendant du Valais,Vin blanc,21.65,Suisse,750.0,13.0,7610268146919,Cave St-Pierre SA,Société Commerciale Clément,https://www.saq.com/media/catalog/product/9/0/903096-1_1581687914.png
13288189,251963,Cave St-Pierre Réserve des Administrateurs Syrah du Valais,Vin rouge,35.25,Suisse,750.0,13.5,7610268002758,Cave St-Pierre SA,Société Commerciale Clément,https://www.saq.com/media/catalog/product/1/3/13288189-1_1578443716.png
14092410,282698,Cave Yves Cuilleron Les Serines Saint-Joseph,Vin rouge,70.5,France,750.0,13.0,3512050000130,Yves Cuilleron,Le Maitre de Chai (GB),https://www.saq.com/media/catalog/product/1/4/14092410-1_1578551412.png
14089675,282518,Caves d'Esclans Rock Angel Côtes de Provence,Vin rosé,94.25,France,1500.0,14.0,3760167973353,Château d'Esclans,Southern Glazer's Wine,https://www.saq.com/media/catalog/product/1/4/14089675-1_1578551156.png
13581369,261728,Caves Rauzan Baron du Pin,Vin rouge,25.0,France,1500.0,13.5,3335200008431,Union des Producteurs de Rauzan-Grangeneuve,Importations BMT Inc,https://www.saq.com/media/catalog/product/1/3/13581369-1_1578538219.png
13547401,260213,Cavino Deus Achaia,Vin mousseux,17.85,Grèce,750.0,8.5,5201015010205,Cavino,Divin Paradis Inc.,https://www.saq.com/media/wysiwyg/placeholder/category/08.png
12698451,232574,Cavino Ionos Peloponnese,Vin rouge,11.05,Grèce,750.0,12.0,5201015012346,Cavino,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/2/12698451-1_1606338615.png
13995174,279182,Cavino Irida,Vin blanc,9.75,Grèce,750.0,11.5,5201015013060,Cavino,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/3/13995174-1_1589285112.png
14386004,309431,Cavino Retsina,Vin blanc,11.55,Grèce,750.0,11.0,5201015007144,Cavino,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/4/14386004-1_1581687912.png
12880498,238517,Cayman Reef 5 Ans,Rhum ambré,37.75,Barbade,750.0,40.0,84279975740,Phillips Products Co.,Southern Glazer's Wine,https://www.saq.com/media/catalog/product/1/2/12880498-1_1578412814.png
13263432,251249,Cayman Reef Rhum Épicé,Rhum épicé,38.25,Barbade,750.0,35.0,84279993485,Phillips Products Co.,Southern Glazer's Wine,https://www.saq.com/media/catalog/product/1/3/13263432-1_1578443413.png
12434738,221966,Caymus Cabernet-Sauvignon,Vin rouge,120.25,États-Unis,1000.0,14.8,17224412106,Caymus Vineyard,La Céleste Levure inc.,https://www.saq.com/media/catalog/product/1/2/12434738-1_1603295448.png
11544661,189650,Caymus Cabernet-Sauvignon,Vin rouge,225.25,États-Unis,1500.0,14.8,17224110101,Caymus Vineyard,La Céleste Levure inc.,https://www.saq.com/media/catalog/product/1/1/11544661-1_1606227648.png
13399022,256028,Caymus Special Selection Cabernet-Sauvignon,Vin rouge,200.75,États-Unis,750.0,15.2,17224720119,Caymus Vineyard,La Céleste Levure inc.,https://www.saq.com/media/catalog/product/1/3/13399022-1_1578535219.png
14481950,315658,Caymus-Suisun Grand Durif Suisun Valley,Vin rouge,69.75,États-Unis,750.0,15.4,17224710004,Wagner Family of Wine,La Céleste Levure inc.,https://www.saq.com/media/catalog/product/1/4/14481950-1_1587144630.png
14075388,282266,Cayuse Grenache God Only Knows,Vin rouge,204.0,États-Unis,750.0,13.5,873922001468,Cayuse Vineyards,La Céleste Levure inc.,https://www.saq.com/media/catalog/product/1/4/14075388-1_1578550822.png
13496973,258821,Cazaillan Château BOURNAC,Vin rouge,25.4,France,750.0,13.5,3770002991206,GAEC de CAZAILLAN,La Céleste Levure inc.,https://www.saq.com/media/catalog/product/1/3/13496973-1_1578536714.png
